COMPLETE,STOREDGRAINS,SPECIES,AUTHOR,YEAR,TITLE,JOURNAL,DOI,ABSENT.PRESENT.APRD,LOCALITY,TRUE/FALSE.APPROXIMATE LOCATION,LONG,LAT,CHEM.IRAC,CHEM.GROUP,CHEM.ACTIVE,STRAIN.TEST,STRAIN.REF,RESISTANCE,SEVERITY,METHOD,LC50.Y,LC50.UNIT,RES.RATIO,VOL.LITERS,ng.PER.IND,SLOPE,SURV.PROP,LARVAE.DENSITY,CROP.DAMAGED.PERCENT,LIFESTAGE,COLLECT.YEAR,CROP,TEMP,NOTES,CHECK.POINT,STATE,MECHANISM,COMMON.ACTIVES,point_id,REGION
NA,FALSE,Myzus persicae,Umina,2014,High levels of resistance to carbamate and pyrethroid chemicals widespread in Australian Myzus persicae (Hemiptera: Aphididae) populations,Journal of Economic Entomology,10.1603/EC14063,1,Felton,TRUE,151.9669,-27.9331,1B,Organophosphates,Dimethoate,Felton,Shepparton,1,MODERATE,RR,228.87,mg AI/L,14.73728268,NA,NA,NA,NA,NA,NA,Adult,2012,NA,19,NA,2020_04_14,QLD,E4 esterases,Chlorpyrifos; Dimethoate; Acephate,51,Condamine
NA,FALSE,Myzus persicae,Umina,2014,High levels of resistance to carbamate and pyrethroid chemicals widespread in Australian Myzus persicae (Hemiptera: Aphididae) populations,Journal of Economic Entomology,10.1603/EC14063,1,Manjimup,TRUE,116.1647,-34.3142,1B,Organophosphates,Dimethoate,Manjimup,Shepparton,1,MODERATE,RR,200.91,mg AI/L,12.93689633,NA,NA,NA,NA,NA,NA,Adult,2013,NA,19,NA,2020_04_14,WA,NA,Chlorpyrifos; Dimethoate; Acephate,52,South West Region
NA,FALSE,Myzus persicae,Umina,2014,High levels of resistance to carbamate and pyrethroid chemicals widespread in Australian Myzus persicae (Hemiptera: Aphididae) populations,Journal of Economic Entomology,10.1603/EC14063,1,Kojonup,TRUE,117.1786,-33.9036,1B,Organophosphates,Dimethoate,Kojonup,Shepparton,1,LOW,RR,97.97,mg AI/L,6.308435287,NA,NA,NA,NA,NA,NA,Adult,2013,Cape dandelion,19,NA,2020_04_14,WA,NA,Chlorpyrifos; Dimethoate; Acephate,53,South West Region
NA,FALSE,Myzus persicae,Umina,2014,High levels of resistance to carbamate and pyrethroid chemicals widespread in Australian Myzus persicae (Hemiptera: Aphididae) populations,Journal of Economic Entomology,10.1603/EC14063,1,Darkan,TRUE,116.84,-33.4581,1B,Organophosphates,Dimethoate,Darkan,Shepparton,1,LOW,RR,108.94,mg AI/L,7.014810045,NA,NA,NA,NA,NA,NA,Adult,2013,Canola,19,NA,2020_04_14,WA,NA,Chlorpyrifos; Dimethoate; Acephate,54,South West Region
NA,FALSE,Myzus persicae,Umina,2014,High levels of resistance to carbamate and pyrethroid chemicals widespread in Australian Myzus persicae (Hemiptera: Aphididae) populations,Journal of Economic Entomology,10.1603/EC14063,1,York,TRUE,116.4133,-31.8756,1B,Organophosphates,Dimethoate,York,Shepparton,1,MODERATE,RR,370.43,mg AI/L,23.85254346,NA,NA,NA,NA,NA,NA,Adult,2013,Canola,19,NA,2020_04_14,WA,NA,Chlorpyrifos; Dimethoate; Acephate,55,Swan Region
NA,FALSE,Myzus persicae,Umina,2014,High levels of resistance to carbamate and pyrethroid chemicals widespread in Australian Myzus persicae (Hemiptera: Aphididae) populations,Journal of Economic Entomology,10.1603/EC14063,1,Moora,TRUE,116.0125,-30.6686,1B,Organophosphates,Dimethoate,Moora,Shepparton,1,MODERATE,RR,1177.6,mg AI/L,75.82743078,NA,NA,NA,NA,NA,NA,Adult,2013,Canola,19,NA,2020_04_14,WA,NA,Chlorpyrifos; Dimethoate; Acephate,56,Northern Agricultural Region
NA,FALSE,Myzus persicae,Umina,2014,High levels of resistance to carbamate and pyrethroid chemicals widespread in Australian Myzus persicae (Hemiptera: Aphididae) populations,Journal of Economic Entomology,10.1603/EC14063,1,Jurien,TRUE,115.2397,-30.2641,1B,Organophosphates,Dimethoate,Jurien,Shepparton,1,MODERATE,RR,703.68,mg AI/L,45.31101095,NA,NA,NA,NA,NA,NA,Adult,2013,Canola,19,NA,2020_04_14,WA,NA,Chlorpyrifos; Dimethoate; Acephate,57,Northern Agricultural Region
NA,FALSE,Myzus persicae,Umina,2014,High levels of resistance to carbamate and pyrethroid chemicals widespread in Australian Myzus persicae (Hemiptera: Aphididae) populations,Journal of Economic Entomology,10.1603/EC14063,1,Greeneough,TRUE,114.7239,-28.9256,1B,Organophosphates,Dimethoate,Greeneough,Shepparton,1,MODERATE,RR,244.59,mg AI/L,15.74951706,NA,NA,NA,NA,NA,NA,Adult,2013,Canola,19,NA,2020_04_14,WA,NA,Chlorpyrifos; Dimethoate; Acephate,58,Northern Agricultural Region
NA,FALSE,Myzus persicae,Umina,2014,High levels of resistance to carbamate and pyrethroid chemicals widespread in Australian Myzus persicae (Hemiptera: Aphididae) populations,Journal of Economic Entomology,10.1603/EC14063,1,Bindoon,TRUE,116.0947,-31.3769,1B,Organophosphates,Dimethoate,Bindoon,Shepparton,1,MODERATE,RR,164.12,mg AI/L,10.56793303,NA,NA,NA,NA,NA,NA,Adult,2013,Canola,19,NA,2020_04_14,WA,NA,Chlorpyrifos; Dimethoate; Acephate,59,Swan Region
NA,FALSE,Myzus persicae,Umina,2014,High levels of resistance to carbamate and pyrethroid chemicals widespread in Australian Myzus persicae (Hemiptera: Aphididae) populations,Journal of Economic Entomology,10.1603/EC14063,1,Badgingarra,TRUE,115.5694,-30.4236,1B,Organophosphates,Dimethoate,Badgingarra,Shepparton,1,MODERATE,RR,532.09,mg AI/L,34.26207341,NA,NA,NA,NA,NA,NA,Adult,2013,Canola,19,NA,2020_04_14,WA,NA,Chlorpyrifos; Dimethoate; Acephate,60,Northern Agricultural Region
NA,FALSE,Myzus persicae,Umina,2014,High levels of resistance to carbamate and pyrethroid chemicals widespread in Australian Myzus persicae (Hemiptera: Aphididae) populations,Journal of Economic Entomology,10.1603/EC14063,1,Biloela,TRUE,150.5775,-24.3744,4A,Neonicotinoids,Imidacloprid,Biloela,Shepparton,1,MODERATE,RR,1.627,mg AI/L,10.16875,NA,NA,NA,NA,NA,NA,Adult,2012,NA,19,NA,2020_04_14,QLD,NA,Imidacloprid; Thiamethoxam; Acetamiprid,61,Fitzroy
NA,FALSE,Myzus persicae,Umina,2014,High levels of resistance to carbamate and pyrethroid chemicals widespread in Australian Myzus persicae (Hemiptera: Aphididae) populations,Journal of Economic Entomology,10.1603/EC14063,1,Toowoomba,TRUE,152.1447,-27.5644,4A,Neonicotinoids,Imidacloprid,Toowoomba,Shepparton,1,LOW,RR,1.034,mg AI/L,6.4625,NA,NA,NA,NA,NA,NA,Adult,2012,NA,19,NA,2020_04_14,QLD,NA,Imidacloprid; Thiamethoxam; Acetamiprid,62,South East Queensland
NA,FALSE,Myzus persicae,Umina,2014,High levels of resistance to carbamate and pyrethroid chemicals widespread in Australian Myzus persicae (Hemiptera: Aphididae) populations,Journal of Economic Entomology,10.1603/EC14063,1,Darkan,TRUE,116.84,-33.4581,4A,Neonicotinoids,Imidacloprid,Darkan,Shepparton,1,HIGH,RR,58.83,mg AI/L,367.6875,NA,NA,NA,NA,NA,NA,Adult,2013,Canola,19,NA,2020_04_14,WA,NA,Imidacloprid; Thiamethoxam; Acetamiprid,63,South West Region
NA,FALSE,Plutella xylostella,Baker,1999,Detection of insecticide resistance in Plutella xylostella (L.) (Lepidoptera: Plutellidae) populations in South Australian crucifer crops,Australian Journal of Entomology,10.1046/j.1440-6055.1999.00087.x,1,Adelaide Plains,FALSE,138.4388,-34.4472,1A,Carbamates,Methomyl,AP,Waite,1,LOW,RR,1714,ug ai / mL,6,NA,NA,1.04,NA,NA,NA,3rd instar,1991,Cabbage,20,NA,2020_04_14,SA,NA,Methomyl; Pirimicarb; Carbaryl,64,Adelaide and Mount Lofty Ranges
NA,FALSE,Plutella xylostella,Baker,1999,Detection of insecticide resistance in Plutella xylostella (L.) (Lepidoptera: Plutellidae) populations in South Australian crucifer crops,Australian Journal of Entomology,10.1046/j.1440-6055.1999.00087.x,1,Adelaide Hills,FALSE,138.8397,-34.9063,1B,Organophosphates,Chlorpyrifos,H1,Waite,1,MODERATE,RR,704,ug ai / mL,11,NA,NA,0.66,NA,NA,NA,3rd instar,1991,Cabbage,20,NA,2020_04_14,SA,NA,Chlorpyrifos; Dimethoate; Acephate,65,Adelaide and Mount Lofty Ranges
NA,FALSE,Plutella xylostella,Baker,1999,Detection of insecticide resistance in Plutella xylostella (L.) (Lepidoptera: Plutellidae) populations in South Australian crucifer crops,Australian Journal of Entomology,10.1046/j.1440-6055.1999.00087.x,1,Adelaide Plains,FALSE,138.4388,-34.4472,1B,Organophosphates,Chlorpyrifos,AP,Waite,1,HIGH,RR,12734,ug ai / mL,199,NA,NA,0.77,NA,NA,NA,3rd instar,1991,Cabbage,20,NA,2020_04_14,SA,NA,Chlorpyrifos; Dimethoate; Acephate,66,Adelaide and Mount Lofty Ranges
NA,FALSE,Plutella xylostella,Baker,1999,Detection of insecticide resistance in Plutella xylostella (L.) (Lepidoptera: Plutellidae) populations in South Australian crucifer crops,Australian Journal of Entomology,10.1046/j.1440-6055.1999.00087.x,1,Adelaide Plains,FALSE,138.4388,-34.4472,1B,Organophosphates,Methamidophos,AP,Waite,1,MODERATE,RR,2171,ug ai / mL,22,NA,NA,1.5,NA,NA,NA,3rd instar,1991,Cabbage,20,NA,2020_04_14,SA,NA,Chlorpyrifos; Dimethoate; Acephate,67,Adelaide and Mount Lofty Ranges
NA,FALSE,Plutella xylostella,Baker,1999,Detection of insecticide resistance in Plutella xylostella (L.) (Lepidoptera: Plutellidae) populations in South Australian crucifer crops,Australian Journal of Entomology,10.1046/j.1440-6055.1999.00087.x,1,Adelaide Hills,FALSE,138.8397,-34.9063,3A,"Pyrethroids, Pyrethrins",Esfenvalerate,H1,Waite,1,MODERATE,RR,12,ug ai / mL,13,NA,NA,1.14,NA,NA,NA,3rd instar,1991,Cabbage,20,NA,2020_04_14,SA,NA,Alpha-cypermethrin; Bifenthrin; Lambda-cyhalothrin,68,Adelaide and Mount Lofty Ranges
NA,FALSE,Plutella xylostella,Baker,1999,Detection of insecticide resistance in Plutella xylostella (L.) (Lepidoptera: Plutellidae) populations in South Australian crucifer crops,Australian Journal of Entomology,10.1046/j.1440-6055.1999.00087.x,1,Adelaide Hills,FALSE,138.8397,-34.9063,3A,"Pyrethroids, Pyrethrins",Esfenvalerate,H2,Waite,1,LOW,RR,8.5,ug ai / mL,9.2,NA,NA,1.14,NA,NA,NA,3rd instar,1991,Cabbage,20,NA,2020_04_14,SA,NA,Alpha-cypermethrin; Bifenthrin; Lambda-cyhalothrin,69,Adelaide and Mount Lofty Ranges
NA,FALSE,Plutella xylostella,Baker,1999,Detection of insecticide resistance in Plutella xylostella (L.) (Lepidoptera: Plutellidae) populations in South Australian crucifer crops,Australian Journal of Entomology,10.1046/j.1440-6055.1999.00087.x,1,Adelaide Plains,FALSE,138.4388,-34.4472,3A,"Pyrethroids, Pyrethrins",Esfenvalerate,AP,Waite,1,LOW,RR,7.3,ug ai / mL,7.8,NA,NA,0.64,NA,NA,NA,3rd instar,1991,Cabbage,20,NA,2020_04_14,SA,NA,Alpha-cypermethrin; Bifenthrin; Lambda-cyhalothrin,70,Adelaide and Mount Lofty Ranges
NA,FALSE,Plutella xylostella,Baker,1999,Detection of insecticide resistance in Plutella xylostella (L.) (Lepidoptera: Plutellidae) populations in South Australian crucifer crops,Australian Journal of Entomology,10.1046/j.1440-6055.1999.00087.x,1,Adelaide Hills,FALSE,138.8397,-34.9063,3A,"Pyrethroids, Pyrethrins",Permethrin,H1,Waite,1,HIGH,RR,276,ug ai / mL,442,NA,NA,0.97,NA,NA,NA,3rd instar,1991,Cabbage,20,NA,2020_04_14,SA,NA,Alpha-cypermethrin; Bifenthrin; Lambda-cyhalothrin,71,Adelaide and Mount Lofty Ranges
NA,FALSE,Plutella xylostella,Baker,1999,Detection of insecticide resistance in Plutella xylostella (L.) (Lepidoptera: Plutellidae) populations in South Australian crucifer crops,Australian Journal of Entomology,10.1046/j.1440-6055.1999.00087.x,1,Adelaide Hills,FALSE,138.8397,-34.9063,3A,"Pyrethroids, Pyrethrins",Permethrin,H2,Waite,1,HIGH,RR,178,ug ai / mL,284,NA,NA,1,NA,NA,NA,3rd instar,1991,Cabbage,20,NA,2020_04_14,SA,NA,Alpha-cypermethrin; Bifenthrin; Lambda-cyhalothrin,72,Adelaide and Mount Lofty Ranges
NA,FALSE,Plutella xylostella,Baker,1999,Detection of insecticide resistance in Plutella xylostella (L.) (Lepidoptera: Plutellidae) populations in South Australian crucifer crops,Australian Journal of Entomology,10.1046/j.1440-6055.1999.00087.x,1,Adelaide Plains,FALSE,138.4388,-34.4472,3A,"Pyrethroids, Pyrethrins",Permethrin,AP,Waite,1,MODERATE,RR,62,ug ai / mL,99,NA,NA,0.78,NA,NA,NA,3rd instar,1991,Cabbage,20,NA,2020_04_14,SA,NA,Alpha-cypermethrin; Bifenthrin; Lambda-cyhalothrin,73,Adelaide and Mount Lofty Ranges
NA,FALSE,Plutella xylostella,Endersby,2008,The effects of local selection versus dispersal on insecticide resistance patterns: Longitudinal evidence from diamondback moth (Plutella xylostella (Lepidoptera: Plutellidae)) in Australia evolving resistance to pyrethroids,Bulletin of Entomological Research,10.1017/S0007485307005494,0,Werribee South,TRUE,144.6833,-37.9667,3A,"Pyrethroids, Pyrethrins",Permethrin,Werribee South,Waite,1,MODERATE,RR,140.7,ppm,13.6,NA,NA,1.61,NA,NA,NA,3rd instar,1993,Vegetables,28,NA,2020_04_14,VIC,NA,Alpha-cypermethrin; Bifenthrin; Lambda-cyhalothrin,74,Port Phillip and Western Port
NA,FALSE,Plutella xylostella,Endersby,2008,The effects of local selection versus dispersal on insecticide resistance patterns: Longitudinal evidence from diamondback moth (Plutella xylostella (Lepidoptera: Plutellidae)) in Australia evolving resistance to pyrethroids,Bulletin of Entomological Research,10.1017/S0007485307005494,0,Werribee South,TRUE,144.6833,-37.9667,3A,"Pyrethroids, Pyrethrins",Permethrin,Werribee South,Waite,1,MODERATE,RR,172.7,ppm,18.4,NA,NA,2.58,NA,NA,NA,3rd instar,1994,Vegetables,28,NA,2020_04_14,VIC,NA,Alpha-cypermethrin; Bifenthrin; Lambda-cyhalothrin,75,Port Phillip and Western Port
NA,FALSE,Plutella xylostella,Endersby,2008,The effects of local selection versus dispersal on insecticide resistance patterns: Longitudinal evidence from diamondback moth (Plutella xylostella (Lepidoptera: Plutellidae)) in Australia evolving resistance to pyrethroids,Bulletin of Entomological Research,10.1017/S0007485307005494,0,Werribee South,TRUE,144.6833,-37.9667,3A,"Pyrethroids, Pyrethrins",Permethrin,Werribee South,Waite,1,LOW,RR,156.5,ppm,6.1,NA,NA,1.7,NA,NA,NA,3rd instar,1998,Vegetables,28,NA,2020_04_14,VIC,NA,Alpha-cypermethrin; Bifenthrin; Lambda-cyhalothrin,76,Port Phillip and Western Port
NA,FALSE,Plutella xylostella,Endersby,2008,The effects of local selection versus dispersal on insecticide resistance patterns: Longitudinal evidence from diamondback moth (Plutella xylostella (Lepidoptera: Plutellidae)) in Australia evolving resistance to pyrethroids,Bulletin of Entomological Research,10.1017/S0007485307005494,0,Werribee South,TRUE,144.7167,-37.8833,3A,"Pyrethroids, Pyrethrins",Permethrin,Werribee South,Waite,1,MODERATE,RR,34.1,ppm,14.4,NA,NA,1.5,NA,NA,NA,3rd instar,2000,Vegetables,28,NA,2020_04_14,VIC,NA,Alpha-cypermethrin; Bifenthrin; Lambda-cyhalothrin,77,Port Phillip and Western Port
NA,FALSE,Plutella xylostella,Endersby,2008,The effects of local selection versus dispersal on insecticide resistance patterns: Longitudinal evidence from diamondback moth (Plutella xylostella (Lepidoptera: Plutellidae)) in Australia evolving resistance to pyrethroids,Bulletin of Entomological Research,10.1017/S0007485307005494,0,Werribee South,TRUE,144.7167,-37.9166,3A,"Pyrethroids, Pyrethrins",Permethrin,Werribee South,Waite,1,LOW,RR,72.9,ppm,7.9,NA,NA,1.46,NA,NA,NA,3rd instar,2001,Vegetables,28,NA,2020_04_14,VIC,NA,Alpha-cypermethrin; Bifenthrin; Lambda-cyhalothrin,78,Port Phillip and Western Port
NA,FALSE,Plutella xylostella,Endersby,2008,The effects of local selection versus dispersal on insecticide resistance patterns: Longitudinal evidence from diamondback moth (Plutella xylostella (Lepidoptera: Plutellidae)) in Australia evolving resistance to pyrethroids,Bulletin of Entomological Research,10.1017/S0007485307005494,0,Werribee South,TRUE,144.7,-37.9333,3A,"Pyrethroids, Pyrethrins",Permethrin,Werribee South,Waite,1,LOW,RR,169.8,ppm,8.2,NA,NA,1.62,NA,NA,NA,3rd instar,2002,Vegetables,28,NA,2020_04_14,VIC,NA,Alpha-cypermethrin; Bifenthrin; Lambda-cyhalothrin,79,Port Phillip and Western Port
NA,FALSE,Plutella xylostella,Endersby,2008,The effects of local selection versus dispersal on insecticide resistance patterns: Longitudinal evidence from diamondback moth (Plutella xylostella (Lepidoptera: Plutellidae)) in Australia evolving resistance to pyrethroids,Bulletin of Entomological Research,10.1017/S0007485307005494,0,Werribee South,TRUE,144.6833,-37.9667,3A,"Pyrethroids, Pyrethrins",Permethrin,Werribee South,Waite,1,MODERATE,RR,106.7,ppm,14.4,NA,NA,1.7,NA,NA,NA,3rd instar,2003,Vegetables,28,NA,2020_04_14,VIC,NA,Alpha-cypermethrin; Bifenthrin; Lambda-cyhalothrin,80,Port Phillip and Western Port
NA,FALSE,Plutella xylostella,Endersby,2008,The effects of local selection versus dispersal on insecticide resistance patterns: Longitudinal evidence from diamondback moth (Plutella xylostella (Lepidoptera: Plutellidae)) in Australia evolving resistance to pyrethroids,Bulletin of Entomological Research,10.1017/S0007485307005494,0,Werribee,TRUE,144.6833,-37.9333,3A,"Pyrethroids, Pyrethrins",Permethrin,Werribee,Waite,1,LOW,RR,63,ppm,8,NA,NA,2.33,NA,NA,NA,3rd instar,2003,Vegetables,28,NA,2020_04_14,VIC,NA,Alpha-cypermethrin; Bifenthrin; Lambda-cyhalothrin,81,Port Phillip and Western Port
NA,FALSE,Plutella xylostella,Endersby,2008,The effects of local selection versus dispersal on insecticide resistance patterns: Longitudinal evidence from diamondback moth (Plutella xylostella (Lepidoptera: Plutellidae)) in Australia evolving resistance to pyrethroids,Bulletin of Entomological Research,10.1017/S0007485307005494,0,Lysterfield,TRUE,145.3,-37.9,3A,"Pyrethroids, Pyrethrins",Permethrin,Lysterfield,Waite,1,MODERATE,RR,311.5,ppm,31.5,NA,NA,3.39,NA,NA,NA,3rd instar,1996,Vegetables,28,NA,2020_04_14,VIC,NA,Alpha-cypermethrin; Bifenthrin; Lambda-cyhalothrin,82,Port Phillip and Western Port
NA,FALSE,Plutella xylostella,Endersby,2008,The effects of local selection versus dispersal on insecticide resistance patterns: Longitudinal evidence from diamondback moth (Plutella xylostella (Lepidoptera: Plutellidae)) in Australia evolving resistance to pyrethroids,Bulletin of Entomological Research,10.1017/S0007485307005494,0,Lysterfield,TRUE,145.3,-37.9,3A,"Pyrethroids, Pyrethrins",Permethrin,Lysterfield,Waite,1,MODERATE,RR,120,ppm,12.1,NA,NA,1.38,NA,NA,NA,3rd instar,1994,Vegetables,28,NA,2020_04_14,VIC,NA,Alpha-cypermethrin; Bifenthrin; Lambda-cyhalothrin,83,Port Phillip and Western Port
NA,FALSE,Plutella xylostella,Endersby,2008,The effects of local selection versus dispersal on insecticide resistance patterns: Longitudinal evidence from diamondback moth (Plutella xylostella (Lepidoptera: Plutellidae)) in Australia evolving resistance to pyrethroids,Bulletin of Entomological Research,10.1017/S0007485307005494,0,Seaford,TRUE,145.1167,-38.1167,3A,"Pyrethroids, Pyrethrins",Permethrin,Seaford,Waite,1,LOW,RR,61.5,ppm,6.1,NA,NA,2.82,NA,NA,NA,3rd instar,1993,Vegetables,28,NA,2020_04_14,VIC,NA,Alpha-cypermethrin; Bifenthrin; Lambda-cyhalothrin,84,Port Phillip and Western Port
NA,FALSE,Plutella xylostella,Endersby,2008,The effects of local selection versus dispersal on insecticide resistance patterns: Longitudinal evidence from diamondback moth (Plutella xylostella (Lepidoptera: Plutellidae)) in Australia evolving resistance to pyrethroids,Bulletin of Entomological Research,10.1017/S0007485307005494,0,Knoxfield,TRUE,145.25,-37.8833,3A,"Pyrethroids, Pyrethrins",Permethrin,Knoxfield,Waite,1,LOW,RR,96.1,ppm,9.3,NA,NA,1.75,NA,NA,NA,3rd instar,1993,Vegetables,28,NA,2020_04_14,VIC,NA,Alpha-cypermethrin; Bifenthrin; Lambda-cyhalothrin,85,Port Phillip and Western Port
NA,FALSE,Plutella xylostella,Endersby,2008,The effects of local selection versus dispersal on insecticide resistance patterns: Longitudinal evidence from diamondback moth (Plutella xylostella (Lepidoptera: Plutellidae)) in Australia evolving resistance to pyrethroids,Bulletin of Entomological Research,10.1017/S0007485307005494,0,Cranbourne,TRUE,145.2833,-38.1167,3A,"Pyrethroids, Pyrethrins",Permethrin,Cranbourne,Waite,1,MODERATE,RR,257.3,ppm,26.7,NA,NA,2.61,NA,NA,NA,3rd instar,1994,Vegetables,28,NA,2020_04_14,VIC,NA,Alpha-cypermethrin; Bifenthrin; Lambda-cyhalothrin,86,Port Phillip and Western Port
NA,FALSE,Plutella xylostella,Endersby,2008,The effects of local selection versus dispersal on insecticide resistance patterns: Longitudinal evidence from diamondback moth (Plutella xylostella (Lepidoptera: Plutellidae)) in Australia evolving resistance to pyrethroids,Bulletin of Entomological Research,10.1017/S0007485307005494,0,Dandenong,TRUE,145.2167,-38.0333,3A,"Pyrethroids, Pyrethrins",Permethrin,Dandenong,Waite,1,MODERATE,RR,184.3,ppm,17.8,NA,NA,1.57,NA,NA,NA,3rd instar,1994,Vegetables,28,NA,2020_04_14,VIC,NA,Alpha-cypermethrin; Bifenthrin; Lambda-cyhalothrin,87,Port Phillip and Western Port
NA,FALSE,Plutella xylostella,Endersby,2008,The effects of local selection versus dispersal on insecticide resistance patterns: Longitudinal evidence from diamondback moth (Plutella xylostella (Lepidoptera: Plutellidae)) in Australia evolving resistance to pyrethroids,Bulletin of Entomological Research,10.1017/S0007485307005494,0,Mildura,TRUE,142.15,-34.1833,3A,"Pyrethroids, Pyrethrins",Permethrin,Mildura,Waite,1,MODERATE,RR,260.2,ppm,26.3,NA,NA,3.67,NA,NA,NA,3rd instar,1994,Vegetables,28,NA,2020_04_14,VIC,NA,Alpha-cypermethrin; Bifenthrin; Lambda-cyhalothrin,88,Mallee
NA,FALSE,Plutella xylostella,Endersby,2008,The effects of local selection versus dispersal on insecticide resistance patterns: Longitudinal evidence from diamondback moth (Plutella xylostella (Lepidoptera: Plutellidae)) in Australia evolving resistance to pyrethroids,Bulletin of Entomological Research,10.1017/S0007485307005494,0,Boisdale,TRUE,146.9833,-37.8833,3A,"Pyrethroids, Pyrethrins",Permethrin,Boisdale,Waite,1,MODERATE,RR,121.2,ppm,12.5,NA,NA,2.74,NA,NA,NA,3rd instar,1994,Vegetables,28,NA,2020_04_14,VIC,NA,Alpha-cypermethrin; Bifenthrin; Lambda-cyhalothrin,89,West Gippsland
NA,FALSE,Plutella xylostella,Endersby,2008,The effects of local selection versus dispersal on insecticide resistance patterns: Longitudinal evidence from diamondback moth (Plutella xylostella (Lepidoptera: Plutellidae)) in Australia evolving resistance to pyrethroids,Bulletin of Entomological Research,10.1017/S0007485307005494,0,Lindenow,TRUE,147.4667,-37.8,3A,"Pyrethroids, Pyrethrins",Permethrin,Lindenow,Waite,1,MODERATE,RR,139.7,ppm,14.3,NA,NA,2.39,NA,NA,NA,3rd instar,1994,Vegetables,28,NA,2020_04_14,VIC,NA,Alpha-cypermethrin; Bifenthrin; Lambda-cyhalothrin,90,East Gippsland
NA,FALSE,Plutella xylostella,Endersby,2008,The effects of local selection versus dispersal on insecticide resistance patterns: Longitudinal evidence from diamondback moth (Plutella xylostella (Lepidoptera: Plutellidae)) in Australia evolving resistance to pyrethroids,Bulletin of Entomological Research,10.1017/S0007485307005494,0,Bairnsdale,TRUE,147.4667,-37.8,3A,"Pyrethroids, Pyrethrins",Permethrin,Bairnsdale,Waite,1,MODERATE,RR,125.9,ppm,13,NA,NA,1.58,NA,NA,NA,3rd instar,1999,Vegetables,28,NA,2020_04_14,VIC,NA,Alpha-cypermethrin; Bifenthrin; Lambda-cyhalothrin,91,East Gippsland
NA,FALSE,Plutella xylostella,Endersby,2008,The effects of local selection versus dispersal on insecticide resistance patterns: Longitudinal evidence from diamondback moth (Plutella xylostella (Lepidoptera: Plutellidae)) in Australia evolving resistance to pyrethroids,Bulletin of Entomological Research,10.1017/S0007485307005494,0,Lindenow,TRUE,147.4667,-37.8,3A,"Pyrethroids, Pyrethrins",Permethrin,Lindenow,Waite,1,LOW,RR,52.5,ppm,5.8,NA,NA,1.57,NA,NA,NA,3rd instar,1999,Vegetables,28,NA,2020_04_14,VIC,NA,Alpha-cypermethrin; Bifenthrin; Lambda-cyhalothrin,92,East Gippsland
